[2026-06-08 18:09:50] | File: ./kimodo-gen/test260608_p01_r1.bvh | Stage: Kimodo_Inference | Duration: 2.664s
[2026-06-11 15:56:33] | File: ./kimodo-gen/test260611_v1_hesitantly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.086s
[2026-06-11 15:56:35] | File: test260611_v1_lightly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.396s
[2026-06-11 15:56:36] | File: ./kimodo-gen/test260611_v1_deliberately_r1.bvh | Stage: Kimodo_Inference | Duration: 2.590s
[2026-06-11 15:56:36] | File: ./kimodo-gen/test260611_v1_deliberately_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.121s
[2026-06-11 15:56:38] | File: test260611_v1_hesitantly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.369s
[2026-06-11 15:56:40] | File: ./kimodo-gen/test260611_v1_deliberately_r2.bvh | Stage: Kimodo_Inference | Duration: 2.606s
[2026-06-11 15:56:40] | File: ./kimodo-gen/test260611_v1_deliberately_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.082s
[2026-06-11 15:56:42] | File: test260611_v1_hesitantly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.377s
[2026-06-11 15:56:43] | File: ./kimodo-gen/test260611_v1_deliberately_r3.bvh | Stage: Kimodo_Inference | Duration: 2.639s
[2026-06-11 15:56:43] | File: ./kimodo-gen/test260611_v1_deliberately_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:56:46] | File: ./kimodo-gen/test260611_v2_sadly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.657s
[2026-06-11 15:56:46] | File: ./kimodo-gen/test260611_v2_sadly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.097s
[2026-06-11 15:56:46] | File: test260611_v1_hesitantly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.372s
[2026-06-11 15:56:49] | File: ./kimodo-gen/test260611_v2_sadly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.667s
[2026-06-11 15:56:49] | File: ./kimodo-gen/test260611_v2_sadly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:56:50] | File: test260611_v1_deliberately_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.398s
[2026-06-11 15:56:53] | File: ./kimodo-gen/test260611_v2_sadly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.602s
[2026-06-11 15:56:53] | File: ./kimodo-gen/test260611_v2_sadly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:56:54] | File: test260611_v1_deliberately_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.381s
[2026-06-11 15:56:56] | File: ./kimodo-gen/test260611_v2_joyfully_r1.bvh | Stage: Kimodo_Inference | Duration: 2.676s
[2026-06-11 15:56:56] | File: ./kimodo-gen/test260611_v2_joyfully_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:56:58] | File: test260611_v1_deliberately_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.373s
[2026-06-11 15:56:59] | File: ./kimodo-gen/test260611_v2_joyfully_r2.bvh | Stage: Kimodo_Inference | Duration: 2.639s
[2026-06-11 15:56:59] | File: ./kimodo-gen/test260611_v2_joyfully_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:57:02] | File: ./kimodo-gen/test260611_v2_joyfully_r3.bvh | Stage: Kimodo_Inference | Duration: 2.643s
[2026-06-11 15:57:02] | File: ./kimodo-gen/test260611_v2_joyfully_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.096s
[2026-06-11 15:57:02] | File: test260611_v2_sadly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.380s
[2026-06-11 15:57:05] | File: ./kimodo-gen/test260611_v2_frantically_r1.bvh | Stage: Kimodo_Inference | Duration: 2.620s
[2026-06-11 15:57:06] | File: ./kimodo-gen/test260611_v2_frantically_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.086s
[2026-06-11 15:57:06] | File: test260611_v2_sadly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.372s
[2026-06-11 15:57:09] | File: ./kimodo-gen/test260611_v2_frantically_r2.bvh | Stage: Kimodo_Inference | Duration: 2.586s
[2026-06-11 15:57:09] | File: ./kimodo-gen/test260611_v2_frantically_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:57:10] | File: test260611_v2_sadly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.392s
[2026-06-11 15:57:12] | File: ./kimodo-gen/test260611_v2_frantically_r3.bvh | Stage: Kimodo_Inference | Duration: 2.609s
[2026-06-11 15:57:12] | File: ./kimodo-gen/test260611_v2_frantically_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.082s
[2026-06-11 15:57:14] | File: test260611_v2_joyfully_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.380s
[2026-06-11 15:57:15] | File: ./kimodo-gen/test260611_v2_languidly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.647s
[2026-06-11 15:57:15] | File: ./kimodo-gen/test260611_v2_languidly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:57:18] | File: test260611_v2_joyfully_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.378s
[2026-06-11 15:57:18] | File: ./kimodo-gen/test260611_v2_languidly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.627s
[2026-06-11 15:57:18] | File: ./kimodo-gen/test260611_v2_languidly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-11 15:57:22] | File: ./kimodo-gen/test260611_v2_languidly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.617s
[2026-06-11 15:57:22] | File: test260611_v2_joyfully_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.383s
[2026-06-11 15:57:22] | File: ./kimodo-gen/test260611_v2_languidly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.084s
[2026-06-11 15:57:25] | File: ./kimodo-gen/test260611_v2_heavily_r1.bvh | Stage: Kimodo_Inference | Duration: 2.612s
[2026-06-11 15:57:25] | File: ./kimodo-gen/test260611_v2_heavily_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.113s
[2026-06-11 15:57:25] | File: test260611_v2_frantically_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.360s
[2026-06-11 15:57:28] | File: ./kimodo-gen/test260611_v2_heavily_r2.bvh | Stage: Kimodo_Inference | Duration: 2.565s
[2026-06-11 15:57:28] | File: ./kimodo-gen/test260611_v2_heavily_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.091s
[2026-06-11 15:57:29] | File: test260611_v2_frantically_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.387s
[2026-06-11 15:57:31] | File: ./kimodo-gen/test260611_v2_heavily_r3.bvh | Stage: Kimodo_Inference | Duration: 2.582s
[2026-06-11 15:57:31] | File: ./kimodo-gen/test260611_v2_heavily_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.117s
[2026-06-11 15:57:33] | File: test260611_v2_frantically_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.379s
[2026-06-11 15:57:34] | File: ./kimodo-gen/test260611_v2_lightly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.621s
[2026-06-11 15:57:34] | File: ./kimodo-gen/test260611_v2_lightly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.084s
[2026-06-11 15:57:37] | File: test260611_v2_languidly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.374s
[2026-06-11 15:57:38] | File: ./kimodo-gen/test260611_v2_lightly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.609s
[2026-06-11 15:57:38] | File: ./kimodo-gen/test260611_v2_lightly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:57:41] | File: ./kimodo-gen/test260611_v2_lightly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.613s
[2026-06-11 15:57:41] | File: ./kimodo-gen/test260611_v2_lightly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.094s
[2026-06-11 15:57:41] | File: test260611_v2_languidly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.352s
[2026-06-11 15:57:44] | File: ./kimodo-gen/test260611_v2_hesitantly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.550s
[2026-06-11 15:57:44] | File: ./kimodo-gen/test260611_v2_hesitantly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.085s
[2026-06-11 15:57:45] | File: test260611_v2_languidly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.404s
[2026-06-11 15:57:47] | File: ./kimodo-gen/test260611_v2_hesitantly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.563s
[2026-06-11 15:57:47] | File: ./kimodo-gen/test260611_v2_hesitantly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.082s
[2026-06-11 15:57:49] | File: test260611_v2_heavily_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.380s
[2026-06-11 15:57:50] | File: ./kimodo-gen/test260611_v2_hesitantly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.632s
[2026-06-11 15:57:50] | File: ./kimodo-gen/test260611_v2_hesitantly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:57:53] | File: test260611_v2_heavily_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.382s
[2026-06-11 15:57:54] | File: ./kimodo-gen/test260611_v2_deliberately_r1.bvh | Stage: Kimodo_Inference | Duration: 2.634s
[2026-06-11 15:57:54] | File: ./kimodo-gen/test260611_v2_deliberately_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:57:57] | File: ./kimodo-gen/test260611_v2_deliberately_r2.bvh | Stage: Kimodo_Inference | Duration: 2.624s
[2026-06-11 15:57:57] | File: ./kimodo-gen/test260611_v2_deliberately_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:57:57] | File: test260611_v2_heavily_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.347s
[2026-06-11 15:58:00] | File: ./kimodo-gen/test260611_v2_deliberately_r3.bvh | Stage: Kimodo_Inference | Duration: 2.592s
[2026-06-11 15:58:00] | File: ./kimodo-gen/test260611_v2_deliberately_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.092s
[2026-06-11 15:58:01] | File: test260611_v2_lightly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.359s
[2026-06-11 15:58:03] | File: ./kimodo-gen/test260611_v3_sadly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.567s
[2026-06-11 15:58:03] | File: ./kimodo-gen/test260611_v3_sadly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:58:04] | File: test260611_v2_lightly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.394s
[2026-06-11 15:58:06] | File: ./kimodo-gen/test260611_v3_sadly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.560s
[2026-06-11 15:58:06] | File: ./kimodo-gen/test260611_v3_sadly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.082s
[2026-06-11 15:58:08] | File: test260611_v2_lightly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.375s
[2026-06-11 15:58:09] | File: ./kimodo-gen/test260611_v3_sadly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.599s
[2026-06-11 15:58:10] | File: ./kimodo-gen/test260611_v3_sadly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.088s
[2026-06-11 15:58:12] | File: test260611_v2_hesitantly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.387s
[2026-06-11 15:58:13] | File: ./kimodo-gen/test260611_v3_joyfully_r1.bvh | Stage: Kimodo_Inference | Duration: 2.587s
[2026-06-11 15:58:13] | File: ./kimodo-gen/test260611_v3_joyfully_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:58:16] | File: ./kimodo-gen/test260611_v3_joyfully_r2.bvh | Stage: Kimodo_Inference | Duration: 2.607s
[2026-06-11 15:58:16] | File: ./kimodo-gen/test260611_v3_joyfully_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:58:16] | File: test260611_v2_hesitantly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.357s
[2026-06-11 15:58:19] | File: ./kimodo-gen/test260611_v3_joyfully_r3.bvh | Stage: Kimodo_Inference | Duration: 2.604s
[2026-06-11 15:58:19] | File: ./kimodo-gen/test260611_v3_joyfully_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.087s
[2026-06-11 15:58:20] | File: test260611_v2_hesitantly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.379s
[2026-06-11 15:58:22] | File: ./kimodo-gen/test260611_v3_frantically_r1.bvh | Stage: Kimodo_Inference | Duration: 2.578s
[2026-06-11 15:58:22] | File: ./kimodo-gen/test260611_v3_frantically_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.125s
[2026-06-11 15:58:24] | File: test260611_v2_deliberately_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.393s
[2026-06-11 15:58:25] | File: ./kimodo-gen/test260611_v3_frantically_r2.bvh | Stage: Kimodo_Inference | Duration: 2.626s
[2026-06-11 15:58:26] | File: ./kimodo-gen/test260611_v3_frantically_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:58:28] | File: test260611_v2_deliberately_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.378s
[2026-06-11 15:58:29] | File: ./kimodo-gen/test260611_v3_frantically_r3.bvh | Stage: Kimodo_Inference | Duration: 2.585s
[2026-06-11 15:58:29] | File: ./kimodo-gen/test260611_v3_frantically_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:58:31] | File: test260611_v2_deliberately_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.379s
[2026-06-11 15:58:32] | File: ./kimodo-gen/test260611_v3_languidly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.590s
[2026-06-11 15:58:32] | File: ./kimodo-gen/test260611_v3_languidly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.094s
[2026-06-11 15:58:35] | File: ./kimodo-gen/test260611_v3_languidly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.628s
[2026-06-11 15:58:35] | File: ./kimodo-gen/test260611_v3_languidly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.101s
[2026-06-11 15:58:35] | File: test260611_v3_sadly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.373s
[2026-06-11 15:58:38] | File: ./kimodo-gen/test260611_v3_languidly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.627s
[2026-06-11 15:58:38] | File: ./kimodo-gen/test260611_v3_languidly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.088s
[2026-06-11 15:58:39] | File: test260611_v3_sadly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.385s
[2026-06-11 15:58:41] | File: ./kimodo-gen/test260611_v3_heavily_r1.bvh | Stage: Kimodo_Inference | Duration: 2.543s
[2026-06-11 15:58:41] | File: ./kimodo-gen/test260611_v3_heavily_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-11 15:58:43] | File: test260611_v3_sadly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.390s
[2026-06-11 15:58:45] | File: ./kimodo-gen/test260611_v3_heavily_r2.bvh | Stage: Kimodo_Inference | Duration: 2.611s
[2026-06-11 15:58:45] | File: ./kimodo-gen/test260611_v3_heavily_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-11 15:58:47] | File: test260611_v3_joyfully_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.384s
[2026-06-11 15:58:48] | File: ./kimodo-gen/test260611_v3_heavily_r3.bvh | Stage: Kimodo_Inference | Duration: 2.612s
[2026-06-11 15:58:48] | File: ./kimodo-gen/test260611_v3_heavily_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 15:58:50] | File: test260611_v3_joyfully_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.376s
[2026-06-11 15:58:51] | File: ./kimodo-gen/test260611_v3_lightly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.607s
[2026-06-11 15:58:51] | File: ./kimodo-gen/test260611_v3_lightly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:58:54] | File: ./kimodo-gen/test260611_v3_lightly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.596s
[2026-06-11 15:58:54] | File: test260611_v3_joyfully_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.381s
[2026-06-11 15:58:54] | File: ./kimodo-gen/test260611_v3_lightly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.085s
[2026-06-11 15:58:57] | File: ./kimodo-gen/test260611_v3_lightly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.596s
[2026-06-11 15:58:57] | File: ./kimodo-gen/test260611_v3_lightly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.084s
[2026-06-11 15:58:58] | File: test260611_v3_frantically_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.393s
[2026-06-11 15:59:01] | File: ./kimodo-gen/test260611_v3_hesitantly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.584s
[2026-06-11 15:59:01] | File: ./kimodo-gen/test260611_v3_hesitantly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 15:59:02] | File: test260611_v3_frantically_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.377s
[2026-06-11 15:59:04] | File: ./kimodo-gen/test260611_v3_hesitantly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.642s
[2026-06-11 15:59:04] | File: ./kimodo-gen/test260611_v3_hesitantly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-11 15:59:06] | File: test260611_v3_frantically_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.375s
[2026-06-11 15:59:07] | File: ./kimodo-gen/test260611_v3_hesitantly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.634s
[2026-06-11 15:59:07] | File: ./kimodo-gen/test260611_v3_hesitantly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.087s
[2026-06-11 15:59:10] | File: ./kimodo-gen/test260611_v3_deliberately_r1.bvh | Stage: Kimodo_Inference | Duration: 2.612s
[2026-06-11 15:59:10] | File: test260611_v3_languidly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.390s
[2026-06-11 15:59:10] | File: ./kimodo-gen/test260611_v3_deliberately_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:59:13] | File: ./kimodo-gen/test260611_v3_deliberately_r2.bvh | Stage: Kimodo_Inference | Duration: 2.582s
[2026-06-11 15:59:14] | File: ./kimodo-gen/test260611_v3_deliberately_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.132s
[2026-06-11 15:59:14] | File: test260611_v3_languidly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.378s
[2026-06-11 15:59:17] | File: ./kimodo-gen/test260611_v3_deliberately_r3.bvh | Stage: Kimodo_Inference | Duration: 2.551s
[2026-06-11 15:59:17] | File: ./kimodo-gen/test260611_v3_deliberately_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.081s
[2026-06-11 15:59:18] | File: test260611_v3_languidly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.391s
[2026-06-11 15:59:20] | File: ./kimodo-gen/test260611_v4_sadly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.591s
[2026-06-11 15:59:20] | File: ./kimodo-gen/test260611_v4_sadly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-11 15:59:22] | File: test260611_v3_heavily_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.384s
[2026-06-11 15:59:23] | File: ./kimodo-gen/test260611_v4_sadly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.612s
[2026-06-11 15:59:23] | File: ./kimodo-gen/test260611_v4_sadly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:59:26] | File: ./kimodo-gen/test260611_v4_sadly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.592s
[2026-06-11 15:59:26] | File: ./kimodo-gen/test260611_v4_sadly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.095s
[2026-06-11 15:59:26] | File: test260611_v3_heavily_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.379s
[2026-06-11 15:59:29] | File: ./kimodo-gen/test260611_v4_joyfully_r1.bvh | Stage: Kimodo_Inference | Duration: 2.643s
[2026-06-11 15:59:30] | File: ./kimodo-gen/test260611_v4_joyfully_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.089s
[2026-06-11 15:59:30] | File: test260611_v3_heavily_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.383s
[2026-06-11 15:59:33] | File: ./kimodo-gen/test260611_v4_joyfully_r2.bvh | Stage: Kimodo_Inference | Duration: 2.560s
[2026-06-11 15:59:33] | File: ./kimodo-gen/test260611_v4_joyfully_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 15:59:34] | File: test260611_v3_lightly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.384s
[2026-06-11 15:59:36] | File: ./kimodo-gen/test260611_v4_joyfully_r3.bvh | Stage: Kimodo_Inference | Duration: 2.595s
[2026-06-11 15:59:36] | File: ./kimodo-gen/test260611_v4_joyfully_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.078s
[2026-06-11 15:59:38] | File: test260611_v3_lightly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.401s
[2026-06-11 15:59:39] | File: ./kimodo-gen/test260611_v4_frantically_r1.bvh | Stage: Kimodo_Inference | Duration: 2.625s
[2026-06-11 15:59:39] | File: ./kimodo-gen/test260611_v4_frantically_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:59:42] | File: ./kimodo-gen/test260611_v4_frantically_r2.bvh | Stage: Kimodo_Inference | Duration: 2.639s
[2026-06-11 15:59:42] | File: ./kimodo-gen/test260611_v4_frantically_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.093s
[2026-06-11 15:59:42] | File: test260611_v3_lightly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.380s
[2026-06-11 15:59:45] | File: ./kimodo-gen/test260611_v4_frantically_r3.bvh | Stage: Kimodo_Inference | Duration: 2.627s
[2026-06-11 15:59:46] | File: ./kimodo-gen/test260611_v4_frantically_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 15:59:46] | File: test260611_v3_hesitantly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.382s
[2026-06-11 15:59:49] | File: ./kimodo-gen/test260611_v4_languidly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.566s
[2026-06-11 15:59:49] | File: ./kimodo-gen/test260611_v4_languidly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 15:59:50] | File: test260611_v3_hesitantly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.384s
[2026-06-11 15:59:52] | File: ./kimodo-gen/test260611_v4_languidly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.615s
[2026-06-11 15:59:52] | File: ./kimodo-gen/test260611_v4_languidly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 15:59:54] | File: test260611_v3_hesitantly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.384s
[2026-06-11 15:59:55] | File: ./kimodo-gen/test260611_v4_languidly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.632s
[2026-06-11 15:59:55] | File: ./kimodo-gen/test260611_v4_languidly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 15:59:58] | File: ./kimodo-gen/test260611_v4_heavily_r1.bvh | Stage: Kimodo_Inference | Duration: 2.622s
[2026-06-11 15:59:58] | File: ./kimodo-gen/test260611_v4_heavily_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.095s
[2026-06-11 15:59:58] | File: test260611_v3_deliberately_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.387s
[2026-06-11 16:00:01] | File: ./kimodo-gen/test260611_v4_heavily_r2.bvh | Stage: Kimodo_Inference | Duration: 2.615s
[2026-06-11 16:00:02] | File: ./kimodo-gen/test260611_v4_heavily_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.090s
[2026-06-11 16:00:02] | File: test260611_v3_deliberately_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.379s
[2026-06-11 16:00:05] | File: ./kimodo-gen/test260611_v4_heavily_r3.bvh | Stage: Kimodo_Inference | Duration: 2.564s
[2026-06-11 16:00:05] | File: ./kimodo-gen/test260611_v4_heavily_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.084s
[2026-06-11 16:00:06] | File: test260611_v3_deliberately_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.387s
[2026-06-11 16:00:08] | File: ./kimodo-gen/test260611_v4_lightly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.602s
[2026-06-11 16:00:08] | File: ./kimodo-gen/test260611_v4_lightly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.124s
[2026-06-11 16:00:10] | File: test260611_v4_sadly_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.385s
[2026-06-11 16:00:11] | File: ./kimodo-gen/test260611_v4_lightly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.623s
[2026-06-11 16:00:11] | File: ./kimodo-gen/test260611_v4_lightly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 16:00:14] | File: ./kimodo-gen/test260611_v4_lightly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.591s
[2026-06-11 16:00:14] | File: test260611_v4_sadly_r2.bvh | Stage: Blender_Process_And_Export | Duration: 0.390s
[2026-06-11 16:00:14] | File: ./kimodo-gen/test260611_v4_lightly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
[2026-06-11 16:00:17] | File: ./kimodo-gen/test260611_v4_hesitantly_r1.bvh | Stage: Kimodo_Inference | Duration: 2.599s
[2026-06-11 16:00:18] | File: ./kimodo-gen/test260611_v4_hesitantly_r1.bvh | Stage: Kimodo_BVH_Export | Duration: 0.079s
[2026-06-11 16:00:18] | File: test260611_v4_sadly_r3.bvh | Stage: Blender_Process_And_Export | Duration: 0.383s
[2026-06-11 16:00:21] | File: ./kimodo-gen/test260611_v4_hesitantly_r2.bvh | Stage: Kimodo_Inference | Duration: 2.567s
[2026-06-11 16:00:21] | File: ./kimodo-gen/test260611_v4_hesitantly_r2.bvh | Stage: Kimodo_BVH_Export | Duration: 0.083s
[2026-06-11 16:00:22] | File: test260611_v4_joyfully_r1.bvh | Stage: Blender_Process_And_Export | Duration: 0.378s
[2026-06-11 16:00:24] | File: ./kimodo-gen/test260611_v4_hesitantly_r3.bvh | Stage: Kimodo_Inference | Duration: 2.617s
[2026-06-11 16:00:24] | File: ./kimodo-gen/test260611_v4_hesitantly_r3.bvh | Stage: Kimodo_BVH_Export | Duration: 0.080s
